493,HELEN ELLIS MEMORIAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,191.14 ",1395 S PINELLAS AVE,TARPON SPRINGS,FL,34689
494,FLORIDA HOSPITAL WATERMAN,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,010.14 ",1000 WATERMAN WAY,TAVARES,FL,32778
495,MERCY HOSPITAL INC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,116.39 ",3663 S MIAMI AVE,MIAMI,FL,33133
496,MUNROE REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,224.18 ",1500 SW 1ST AVE,OCALA,FL,34474
497,MORTON PLANT NORTH BAY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$10,917.03 ",6600 MADISON STREET,NEW PORT RICHEY,FL,34652
498,ST ANTHONY'S HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,968.20 ",1200 7TH AVENUE NORTH,SAINT PETERSBUR,FL,33705
499,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,853.71 ",301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,FL,32117
500,FLORIDA HOSPITAL CARROLLWOOD,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,248.91 ",7171 NORTH DALE MABRY,TAMPA,FL,33614
501,VENICE REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$10,445.81 ",540 THE RIALTO,VENICE,FL,34285
502,BROOKSVILLE REGIONAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,777.40 ",17240 CORTEZ BLVD,BROOKSVILLE,FL,34601
503,FLORIDA HOSPITAL FISH MEMORIAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,380.96 ",1055 SAXON BLVD,ORANGE CITY,FL,32763
504,HOLY CROSS HOSPITAL INC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,299.15 ",4725 N FEDERAL HWY,FORT LAUDERDALE,FL,33308
505,ST JOSEPH'S HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,053.67 ",3001 W MARTIN LUTHER KING JR BLVD,TAMPA,FL,33677
506,PEACE RIVER REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,786.38 ",2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952
507,JFK MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,791.72 ",5301 S CONGRESS AVE,ATLANTIS,FL,33462
508,LEESBURG REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,616.03 ",600 E DIXIE AVE,LEESBURG,FL,34748
509,BROWARD HEALTH NORTH BROWARD MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,805.82 ",201 E SAMPLE RD,POMPANO BEACH,FL,33064
510,SARASOTA MEMORIAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,030.47 ",1700 S TAMIAMI TRL,SARASOTA,FL,34239
511,BAPTIST MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,285.82 ",800 PRUDENTIAL DR,JACKSONVILLE,FL,32207
512,FLAGLER HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,717.53 ",400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086
513,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,964.09 ",110 LONGWOOD AVE,ROCKLEDGE,FL,32955
514,LAKE WALES MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,909.11 ",410 S 11TH ST,LAKE WALES,FL,33853
515,INDIAN RIVER MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,191.23 ",1000 36TH ST,VERO BEACH,FL,32960
516,LEHIGH REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,087.79 ",1500 LEE BLVD,LEHIGH ACRES,FL,33936
517,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,331.17 ",4200 SUN N' LAKE BLVD,SEBRING,FL,33871
518,OSCEOLA REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,730.98 ",700 WEST OAK STREET,KISSIMMEE,FL,34741
519,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$18,619.47 ",1600 SW ARCHER RD,GAINESVILLE,FL,32610
520,BAPTIST MEDICAL CENTER  BEACHES,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,748.78 ",1350 13TH AVE S,JACKSONVILLE BE,FL,32250
521,FLORIDA HOSPITAL FLAGLER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,153.84 ",60 MEMORIAL MEDICAL PKWY,PALM COAST,FL,32164
522,NORTH OKALOOSA MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,798.47 ",151 REDSTONE AVE SE,CRESTVIEW,FL,32539
523,SANTA ROSA MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,315.77 ",6002 BERRYHILL RD,MILTON,FL,32570
524,HOMESTEAD HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$23,236.22 ",975 BAPTIST WAY,HOMESTEAD,FL,33033
525,PALMS OF PASADENA HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,210.05 ",1501 PASADENA AVE SOUTH,SAINT PETERSBUR,FL,33707
526,MORTON PLANT HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,346.05 ",300 PINELLAS ST,CLEARWATER,FL,33756
527,TAMPA GENERAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,590.04 ",1 TAMPA GENERAL CIRCLE,TAMPA,FL,33606
528,AVENTURA HOSPITAL AND MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,236.35 ",20900 BISCAYNE BLVD,AVENTURA,FL,33180
529,SOUTH FLORIDA BAPTIST HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,524.70 ",301 N ALEXANDER ST,PLANT CITY,FL,33563
530,TALLAHASSEE MEMORIAL HEALTHCARE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,452.45 ",1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308
531,HEART OF FLORIDA REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,640.88 ",40100 US HWY 27 N,DAVENPORT,FL,33837
532,JACKSON HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,419.58 ",4250 HOSPITAL DR,MARIANNA,FL,32446
533,LOWER KEYS MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$18,030.80 ",5900 COLLEGE ROAD,KEY WEST,FL,33040
534,MAYO CLINIC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,815.55 ",4500 SAN PABLO RD,JACKSONVILLE,FL,32224
535,"SOUTH MIAMI HOSPITAL, INC",470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,506.20 ",6200 SW 73RD ST,SOUTH MIAMI,FL,33143
536,LAKELAND REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,373.34 ",1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805
537,CENTRAL FLORIDA REGIONAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,786.73 ",1401 W SEMINOLE BLVD,SANFORD,FL,32771
538,DOCTORS HOSPITAL OF SARASOTA,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,393.00 ",5731 BEE RIDGE RD,SARASOTA,FL,34233
539,PLANTATION GENERAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,294.68 ",401 NW 42ND AVE,PLANTATION,FL,33317
540,BOCA RATON REGIONAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,879.74 ",800 MEADOWS RD,BOCA RATON,FL,33486
541,FLORIDA HOSPITAL TAMPA,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,741.78 ",3100 E FLETCHER AVE,TAMPA,FL,33613
542,PALM BEACH GARDENS MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,961.67 ",3360 BURNS RD,PALM BEACH GARD,FL,33410
543,CAPE CANAVERAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,847.37 ",701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932
544,MEMORIAL HOSPITAL JACKSONVILLE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,247.56 ",3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216
545,ST PETERSBURG GENERAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,512.21 ",6500 38TH AVE N,SAINT PETERSBUR,FL,33710
546,CORAL GABLES HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,918.11 ",3100 DOUGLAS RD,CORAL GABLES,FL,33134
547,PALMETTO GENERAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$17,197.41 ",2001 W 68TH ST,HIALEAH,FL,33016
548,NORTHWEST MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,800.69 ",2801 N STATE RD 7,MARGATE,FL,33063
549,MEDICAL CENTER OF TRINITY,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,035.64 ",9330 SR 54,TRINITY,FL,34655
550,BROWARD HEALTH IMPERIAL POINT MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,853.04 ",6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308
551,NORTH FLORIDA REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,468.60 ",6500 NEWBERRY RD,GAINESVILLE,FL,32605
552,MEMORIAL HOSPITAL OF TAMPA,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,623.93 ",2901 SWANN AVE,TAMPA,FL,33609
553,KENDALL REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,533.30 ",11750 BIRD RD,MIAMI,FL,33175
554,PASCO REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,513.89 ",13100 FT KING ROAD,DADE CITY,FL,33525
555,OCALA REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$10,996.39 ",1431 SW 1ST AVE,OCALA,FL,34478
556,BLAKE MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,699.61 ",2020 59TH ST W,BRADENTON,FL,34209
557,SEBASTIAN RIVER MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,942.51 ",13695 US HWY 1,SEBASTIAN,FL,32978
558,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,357.48 ",13681 DOCTOR'S WAY,FORT MYERS,FL,33912
559,FORT WALTON BEACH MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,050.20 ",1000 MAR-WALT DR,FORT WALTON BEA,FL,32547
560,UNIVERSITY HOSPITAL AND MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,788.94 ",7201 N UNIVERSITY DR,TAMARAC,FL,33321
561,ORANGE PARK MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,262.61 ",2001 KINGSLEY AVE,ORANGE PARK,FL,32073
562,WESTSIDE REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,688.51 ",8201 W BROWARD BLVD,PLANTATION,FL,33324
563,MEMORIAL HOSPITAL PEMBROKE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,962.68 ",7800 SHERIDAN ST,PEMBROKE PINES,FL,33024
564,WEST FLORIDA HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,527.39 ",8383 N DAVIS HWY,PENSACOLA,FL,32514
565,PUTNAM COMMUNITY MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,706.28 ",611 ZEAGLER DR,PALATKA,FL,32177
566,COLUMBIA HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,037.33 ",2201 45TH ST,WEST PALM BEACH,FL,33407
567,FAWCETT MEMORIAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,011.01 ",21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952
568,NORTHSIDE HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,476.51 ",6000 49TH STREET N,SAINT PETERSBUR,FL,33709
569,EDWARD WHITE HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,458.44 ",2323 9TH AVE N,SAINT PETERSBUR,FL,33713
570,GULF COAST MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,836.45 ",449 W 23RD ST,PANAMA CITY,FL,32405
571,BRANDON REGIONAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,054.06 ",119 OAKFIELD DR,BRANDON,FL,33511
572,CAPE CORAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,187.71 ",636 DEL PRADO BLVD,CAPE CORAL,FL,33990
573,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,200.72 ",1700 S 23RD ST,FORT PIERCE,FL,34950
574,LARGO MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$10,144.27 ",201 14TH ST SW,LARGO,FL,33770
575,SEVEN RIVERS REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,507.25 ",6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428
576,RAULERSON HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,708.31 ",1796 HWY 441 NORTH,OKEECHOBEE,FL,34972
577,JUPITER MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,465.00 ",1210 S OLD DIXIE HWY,JUPITER,FL,33458
578,CAPITAL REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,935.02 ",2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308
579,TOWN & COUNTRY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,492.93 ",6001 WEBB RD,TAMPA,FL,33615
580,REGIONAL MEDICAL CENTER BAYONET POINT,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,817.33 ",14000 FIVAY ROAD,HUDSON,FL,34667
581,DELRAY MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,074.10 ",5352 LINTON BLVD,DELRAY BEACH,FL,33484
582,SOUTH BAY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,393.39 ",4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573
583,ST LUCIE MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,873.21 ",1800 SE TIFFANY AVE,PORT SAINT LUCI,FL,34952
584,OAK HILL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,639.49 ",11375 CORTEZ BLVD,BROOKSVILLE,FL,34613
585,MEASE COUNTRYSIDE HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,308.21 ",3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695
586,GULF BREEZE HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$10,634.66 ",1110 GULF BREEZE PKWY,GULF BREEZE,FL,32561
587,ENGLEWOOD COMMUNITY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,421.73 ",700 MEDICAL BLVD,ENGLEWOOD,FL,34223
588,WEST BOCA MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,744.00 ",21644 STATE RD 7,BOCA RATON,FL,33428
589,PALMS WEST HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,799.94 ",13001 SOUTHERN BLVD,LOXAHATCHEE,FL,33470
590,WELLINGTON REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,621.80 ",10101 FOREST HILL BLVD,WELLINGTON,FL,33414
591,CORAL SPRINGS MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,678.25 ",3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065
592,MEMORIAL HOSPITAL WEST,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,839.63 ",703 N FLAMINGO RD,PEMBROKE PINES,FL,33028
593,WESTCHESTER GENERAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$19,760.93 ",2500 SW 75TH AVE,MIAMI,FL,33155
594,MEMORIAL HOSPITAL MIRAMAR,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,068.25 ",1901 SW 172ND AVE,MIRAMAR,FL,33029
595,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,139.76 ",6101 PINE RIDGE ROAD,NAPLES,FL,34119
596,GOOD SAMARITAN MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,845.41 ",1309 N FLAGLER DR,WEST PALM BEACH,FL,33401
597,ST MARY'S MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$17,213.11 ",901 45TH ST,WEST PALM BEACH,FL,33407
598,CLEVELAND CLINIC HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,968.69 ",3100 WESTON RD,WESTON,FL,33331
599,"VILLAGES REGIONAL HOSPITAL, THE",470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,113.37 ",1451 EL CAMINO REAL,THE VILLAGES,FL,32159
600,WUESTHOFF MEDICAL CENTER - MELBOURNE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,681.20 ",250 NORTH WICKHAM ROAD,MELBOURNE,FL,32935
601,SACRED HEART HOSPITAL ON THE EMERALD COAST,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,466.25 ",7800 US HWY 98 W,MIRAMAR BEACH,FL,32550
602,DOCTORS HOSPITAL INC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$20,280.47 ",5000 UNIVERSITY DR,CORAL GABLES,FL,33146
603,LAKEWOOD RANCH MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,354.85 ",8330 LAKEWOOD RANCH BOULEVARD,BRADENTON,FL,34202
604,ST CLOUD REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,390.85 ",2906 17TH STREET,SAINT CLOUD,FL,34769
605,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,435.95 ",4201 BELFORT RD,JACKSONVILLE,FL,32216
606,VIERA HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,411.61 ",8745 N WICKHAM RD,VIERA,FL,32940
607,PALM BAY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,590.85 ","1425 MALABAR RD, NE",PALM BAY,FL,32907
608,HAMILTON MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,207.43 ",1200 MEMORIAL DRIVE,DALTON,GA,30720
609,UPSON REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,673.82 ",801 W GORDON STREET,THOMASTON,GA,30286
610,SATILLA REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,919.01 ",410 DARLING AVENUE,WAYCROSS,GA,31501
611,HUTCHESON MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,824.37 ",100 GROSS CRESCENT,FORT OGLETHORPE,GA,30742
612,NORTHSIDE HOSPITAL FORSYTH,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$9,834.54 ",1200 NORTHSIDE FORSYTH DRIVE,CUMMING,GA,30041
613,ST MARY'S HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,613.11 ",1230 BAXTER STREET,ATHENS,GA,30606
614,PHOEBE PUTNEY MEMORIAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,232.66 ",417 THIRD AVENUE,ALBANY,GA,31703
615,NORTHSIDE HOSPITAL CHEROKEE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,733.51 ",201 HOSPITAL ROAD,CANTON,GA,30114
616,EMORY UNIVERSITY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,185.93 ","1364 CLIFTON ROAD, NE",ATLANTA,GA,30322
617,TANNER MEDICAL CENTER - CARROLLTON,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,517.21 ",705 DIXIE STREET,CARROLLTON,GA,30117
